1006010059,,,,,,,,,,,,,,,,
Date,Sensor1 (S1),Sensor2 (S2),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Level (AI_1),Level (AI_2),Level (AI_3),Level (AI_4),Level (AI_6),FlowMeter Rate (AI_5),FlowMeter Rate (AI_8),FlowMeter Total (AI_5),FlowMeter Total (AI_8),FlowMeter Rate (DI_B),FlowMeter Total (DI_A),FlowMeter Total (DI_B)
,Boiler 1 Cond.,Boiler 2 Cond.,Boiler 1 Cond.,Boiler 2 Cond.,PP3060M,WT3462,WT3516,WT3730,AF1025,Blr 1 FW,Blr 2 FW,Blr 1 FW,Blr 2 FW,Combined Boiler,Boiler Make Up,Combined Boiler
,µS,µS,F,F,Gallons,Gallons,Gallons,Gallons,Gallons,gal/min.,gal/min.,gal,gal,GPM,Gallons,Gallons
11/11/2011 20:08,2965.68,1940.3,318,291,45,51,56,138,61,253.13,234.46,136748.98,157094.13,478.35,119000,289413.38
11/11/2011 20:18,2735.46,2666.63,319,291,45,51,57,138,61,117.16,245.04,138552.39,158978.09,357.63,120500,292996.5
11/11/2011 20:28,2744.91,2655.93,318,290,45,51,56,139,62,179.23,102.85,140128.5,160569.33,284.37,121300,296097.69
11/11/2011 20:38,2771.25,2655.93,320,290,45,51,56,138,62,177.99,156.11,141843.38,162177.53,344.91,122200,299396.5
11/11/2011 20:48,2704.17,2655.93,320,290,45,51,56,139,61,161.54,161.09,143528.06,163855.88,360.45,123300,302724.72
11/11/2011 20:58,2691.4,1714.07,318,287,45,51,56,138,62,160.65,158.6,145238.05,165554.97,345.28,124800,306101.84
11/11/2011 21:08,2691.4,2791.13,318,290,45,51,56,138,61,185.99,161.27,147062.23,167178.48,385.76,126000,309465.84
11/11/2011 21:18,2691.4,2022.93,318,291,45,51,57,138,61,154.33,153.53,148785.2,168799.52,346.5,127500,312644.19
11/11/2011 21:28,3157.69,2695.59,293,291,45,51,56,138,61,156.2,161.89,150511.42,170422.72,299.78,128400,315623.72
11/11/2011 21:38,2830.53,2695.59,323,291,45,51,56,138,61,162.87,164.21,152222.44,172146.09,335.62,129600,318699.63
11/11/2011 21:48,2650.93,2695.59,327,291,45,51,56,138,62,162.34,161.54,153942.33,173859.66,466.49,130800,321795.34
11/11/2011 21:58,2641.56,2331.21,329,272,45,51,56,138,62,162.52,174.08,155658.13,175570.47,343.2,132000,325079.63
11/11/2011 22:08,2658.98,1790.17,327,289,44,51,56,138,61,196.4,166.52,157400.89,177176.61,437.26,133200,328387.69
11/11/2011 22:18,2658.98,1884.74,327,289,45,51,56,138,61,167.14,164.21,159206.59,178780.73,344.79,134500,332097.63
11/11/2011 22:28,2658.98,2005.18,327,290,45,51,56,138,61,157.8,153.53,160895.58,180320.41,317.15,135800,335442.5
11/11/2011 22:38,2824.24,1790.67,321,290,45,51,56,138,61,151.67,157.36,162546.63,181933.25,324.12,137000,338681.75
11/11/2011 22:48,2725.02,2662.59,326,291,45,51,56,138,61,155.67,154.96,164204.64,183530.38,287.67,138200,341903.25
11/11/2011 22:58,2675.29,2662.59,322,291,45,51,56,138,61,139.39,155.49,165787,185096.78,281.8,139400,344994.41
11/11/2011 23:08,2714.61,2662.59,319,291,44,51,56,138,61,150.16,148.82,167330.38,186628.81,302.1,140500,348006.47
11/11/2011 23:18,2712.64,1940.61,318,277,44,51,56,138,61,158.6,154.6,168866.2,188185.25,306.38,141700,351046.94
11/11/2011 23:28,2657.44,1881.92,319,290,44,50,56,138,61,170.96,169.99,170538.92,189780.98,348.34,142900,354272.75
11/11/2011 23:38,2668.52,1941.11,318,290,44,50,56,138,61,172.3,163.32,172235.64,191394.8,329.26,144200,357549.78
11/11/2011 23:48,2688.62,1825.89,319,290,44,51,56,138,61,162.07,178.97,173968.19,193034.61,375.12,145500,360906.31
11/11/2011 23:58,2685.75,1693.65,317,290,45,50,56,138,61,165.36,165.18,175664,194600.22,323.02,146700,364108.5
11/12/2011 0:08,2685.75,2673.62,317,289,45,50,56,138,61,143.49,160.65,1363.68,1243.41,302.84,900,2564.09
11/12/2011 0:18,2685.75,2673.62,317,289,44,51,56,138,61,154.6,162.69,2992.21,2803.2,313.72,2000,5716
11/12/2011 0:28,2740.08,2673.62,327,289,44,51,56,138,61,150.6,157.71,4646.71,4452.84,288.89,3200,8952.91
11/12/2011 0:38,2807.77,2049.92,318,275,44,51,56,138,61,161.09,163.94,6309.64,6100.84,330.72,4400,12254.64
11/12/2011 0:48,2709.76,2028.35,320,289,44,50,56,138,61,169.54,172.74,8036.32,7762.28,374.76,5600,15593.18
11/12/2011 0:58,2689.89,1910.43,319,290,44,51,56,138,61,175.5,165.98,9773.13,9416.25,357.51,6900,18965.96
11/12/2011 1:08,2737.72,1845.17,319,290,44,50,56,138,61,173.1,168.12,11526.79,11079.51,349.56,8200,22361.38
11/12/2011 1:18,2675.75,1923.27,319,291,44,50,56,138,61,180.03,164.12,13268.77,12748.22,359.47,9500,25742.14
11/12/2011 1:28,2695.85,1892.52,317,290,44,50,56,138,61,166.07,161.8,15001.05,14342.53,321.67,10700,29049.86
11/12/2011 1:38,2695.85,2683.82,317,291,44,50,56,138,61,168.39,161.54,16660.88,15933.05,347.24,11900,32271.36
11/12/2011 1:48,2695.85,2683.82,317,291,44,50,56,138,61,165.27,166.07,18342.5,17534.58,280.58,13100,35509.61
11/12/2011 1:58,2754.22,2683.82,319,291,44,51,56,138,61,164.92,173.63,20006.64,19199.85,342.59,14200,38810.1
11/12/2011 2:08,2692.92,2040.58,323,289,44,50,56,138,61,176.39,155.67,21771.59,20867.68,314.09,15600,42228.52
11/12/2011 2:18,2692.92,1972.77,323,290,44,50,56,138,61,169.99,151.76,23521.92,22493.04,318.98,16800,45584.78
11/12/2011 2:28,2692.92,1814.78,323,291,44,50,56,138,61,173.01,165.54,25290.47,24126.42,324.36,18100,48959.06
11/12/2011 2:38,2857.14,1809.71,321,292,44,50,55,138,61,177.28,171.59,27046.01,25766.28,295.74,19300,52314.46
11/12/2011 2:48,2836.6,2681.49,325,292,44,50,55,138,61,165.18,172.48,28818.92,27492.25,322.53,20700,55772.39
11/12/2011 2:58,2776.42,2681.49,326,292,44,50,55,138,61,168.03,173.01,30527.21,29203.61,339.77,21900,59155.09
11/12/2011 3:08,2796.59,2681.49,320,292,44,50,55,138,61,174.43,168.12,32235.12,30917.81,301.37,23000,62561.98
11/12/2011 3:18,2831.92,2153.4,317,284,44,50,55,138,61,183.86,166.16,33967.13,32623.49,341.36,24400,65978.36
11/12/2011 3:28,2662.61,2839.21,320,291,44,50,55,138,61,189.37,172.03,35762.12,34349.59,378.06,25800,69479.02
11/12/2011 3:38,2673.14,1609.99,321,291,44,50,56,138,61,176.66,166.34,37540.47,36070.5,328.89,27200,72956.13
11/12/2011 3:48,2709.97,1904.18,317,291,44,50,56,138,61,172.57,168.83,39324.62,37788.71,292.56,28800,76435.74
11/12/2011 3:58,2644.57,2763.71,320,291,44,50,56,138,61,173.45,178.26,41104.88,39492.95,365.58,30000,79907.48
11/12/2011 4:08,2634.89,1902.25,321,291,44,50,55,138,61,171.59,175.94,42881.63,41203.9,311.15,31200,83385.95
11/12/2011 4:18,2650.46,2692.58,318,291,44,50,55,138,61,173.1,169.54,44657.02,42836.02,335.74,32500,86766.98
11/12/2011 4:28,2650.46,2692.58,318,291,44,50,56,138,61,179.59,169.54,46364.31,44496.02,334.27,33900,90107.73
11/12/2011 4:38,2650.46,2692.58,318,291,44,50,56,138,61,175.86,165.98,48068.77,46150.84,319.84,35400,93436.11
11/12/2011 4:48,2669.23,3034.91,321,279,44,50,56,138,61,175.41,193.02,49778.89,47849.46,350.05,37000,96810.89
11/12/2011 4:58,2600.3,1847.93,322,303,44,50,56,138,61,174.34,183.24,51561.41,49577.92,385.64,38100,100296.85
11/12/2011 5:08,2718.35,1837.82,323,288,44,50,55,138,61,189.73,169.19,53369.68,51305,353.72,39100,103814.46
11/12/2011 5:18,2536.04,2785.65,327,291,43,50,55,138,61,186.44,172.48,55181.3,53020.6,354.09,40400,107346.83
11/12/2011 5:28,2658.81,1715.94,325,291,44,50,55,138,61,183.06,163.67,56993.41,54696.48,367.54,41600,110794.7
11/12/2011 5:38,2658.81,1803.1,325,290,44,50,55,138,61,176.12,163.76,58810.05,56379.83,336.23,42800,114300.77
11/12/2011 5:48,2658.81,2705.17,325,292,44,50,56,138,61,178.88,174.43,60652.05,58074.71,369.25,44100,117825.26
11/12/2011 5:58,2765.6,2695.98,325,291,43,50,56,138,61,180.12,166.34,62421.32,59851.68,324.98,45400,121345.03
11/12/2011 6:08,2761.65,2695.98,323,291,44,50,55,138,61,171.05,173.54,64159.68,61586.21,367.42,46400,124827.23
11/12/2011 6:18,2707.69,2695.98,326,291,44,50,55,138,61,167.76,168.39,65910.66,63314.14,342.1,47600,128292.71
11/12/2011 6:28,2675.37,1920.32,326,286,44,50,55,138,61,176.57,172.12,67718.89,65054.7,369.74,48900,131840.36
11/12/2011 6:38,2607.72,2795.06,328,291,43,50,55,138,61,180.57,169.99,69554.4,66819.74,375,50500,135424.05
11/12/2011 6:48,2699.54,1777.41,326,292,43,50,55,138,61,176.21,165.9,71382.53,68569.27,340.88,51500,138977.7
11/12/2011 6:58,2699.54,1742.59,326,291,43,50,55,138,61,188.39,164.83,73207.5,70263.09,359.83,52900,142500.8
11/12/2011 7:08,2699.54,2672.59,326,291,43,50,55,138,61,173.45,164.38,74980.66,71950.52,353.6,54500,145947.47
11/12/2011 7:18,2736.46,2672.59,318,291,43,50,55,138,60,174.25,172.83,76726.97,73618.14,339.04,55900,149336.91
11/12/2011 7:28,2759.82,2672.59,323,291,43,50,55,138,61,172.57,171.94,78477.59,75365.2,375,56700,152824.58
11/12/2011 7:38,2690.23,2046.74,324,284,43,50,55,138,60,189.55,170.25,80256.94,77099.55,379.77,57700,156348.88
11/12/2011 7:48,2626.07,1870.31,327,289,43,49,55,138,61,168.47,165.63,82029.75,78796.61,319.72,59000,159798.45
11/12/2011 7:58,2676.48,2723.29,326,291,43,50,55,138,60,173.19,156.82,83759.07,80402.22,319.59,60100,163118.39
11/12/2011 8:08,2676.48,2695.55,326,290,43,49,55,138,61,152.38,159.05,85458.1,81984.94,282.78,61200,166362.81
11/12/2011 8:18,2676.48,2695.55,326,290,43,50,55,138,61,160.83,161.09,87133.48,83580.36,331.34,62300,169614.78
11/12/2011 8:28,2802.1,2695.55,321,290,43,49,55,138,61,168.3,164.38,88817.91,85212.36,330.6,63500,172901.88
11/12/2011 8:38,2723.66,2076.69,325,284,43,50,54,138,61,184.66,165.36,90518.98,86884.53,364.97,64500,176238.19
11/12/2011 8:48,2645.14,1941.61,329,290,43,49,55,138,61,179.5,170.61,92276.68,88566.94,329.62,65800,179660.3
11/12/2011 8:58,2659.02,1742.22,327,290,43,49,54,138,60,176.12,165.63,94040.51,90187.38,343.69,67400,182988.89
11/12/2011 9:08,2659.02,2063.84,327,291,42,49,54,138,61,174.08,166.07,95809.55,91807.72,346.75,69100,186356.19
11/12/2011 9:18,2659.02,1846.07,327,291,43,49,54,138,60,176.74,165.1,97594.77,93447.14,347.6,69800,189765.56
11/12/2011 9:28,2744.78,2679.29,325,291,43,49,54,138,60,164.03,169.99,99362.36,95192.05,357.39,70800,193288.22
11/12/2011 9:38,2798.12,2679.29,326,291,43,49,54,138,60,172.12,174.61,101110.98,96932.75,318.13,72000,196779.39
11/12/2011 9:48,2679.82,2679.29,320,291,43,49,54,138,60,172.74,181.01,102867.2,98665.7,361.18,73200,200261.23
11/12/2011 9:58,2637.23,1632.95,319,289,43,49,54,137,60,178.97,181.64,104637.09,100401.2,343.08,74400,203754.73
11/12/2011 10:08,2760.63,1800.02,317,291,43,49,54,138,61,196.49,186.17,106462.71,102125.91,421.6,75700,207319.08
11/12/2011 10:18,2664.34,1702.14,318,291,43,49,54,138,60,184.93,178.43,108266.7,103835.06,375.37,77000,210814.94
11/12/2011 10:28,2555.45,1944.26,319,290,43,49,54,137,60,176.48,181.46,110052.12,105551.21,369.13,78400,214279.7
11/12/2011 10:38,2698.94,2695.15,319,291,43,48,54,137,60,174.43,184.48,111852.44,107263.18,311.64,79700,217797.84
11/12/2011 10:48,2692.08,2695.15,317,291,43,48,54,137,60,174.61,154.6,113595.99,108980.54,353.47,81000,221241.86
11/12/2011 10:58,2692.08,2695.15,317,291,43,48,54,137,60,177.9,149.44,115326.34,110635.84,307.36,82100,224604.38
11/12/2011 11:08,2692.08,2299.08,317,256,43,48,54,137,61,179.41,156.38,117065.36,112295.16,307.85,83300,227986.78
11/12/2011 11:18,2854.37,1962.05,314,291,43,48,54,137,60,177.19,172.57,118879.02,113984.21,342.34,84400,231487.84
11/12/2011 11:28,2855.77,1893.46,318,291,42,48,54,137,60,175.94,169.19,120710.13,115742.49,375.49,85700,235061.94
11/12/2011 11:38,2696.66,1887.81,320,291,43,48,54,137,60,196.13,176.3,122544.92,117506.2,375.37,86900,238664.86
11/12/2011 11:48,2622.26,2022.53,320,290,43,48,54,137,60,180.92,173.99,124400.43,119287.33,364.6,88200,242306.44
11/12/2011 11:58,2760.38,1836.02,316,290,42,48,54,137,60,182.44,177.81,126250.07,121059.07,366.93,89400,245932.13
11/12/2011 12:08,2538.33,1837.77,320,291,42,48,54,137,60,190.35,176.12,128092.78,122833,362.28,90700,249566.47
11/12/2011 12:18,2552.11,1570.44,320,290,42,48,54,137,60,178.26,175.59,129945.14,124609.63,372.55,91900,253192.77
11/12/2011 12:28,2688.81,2664.86,316,291,42,48,54,137,60,181.72,178.61,131787.86,126376.14,339.53,93300,256802.64
11/12/2011 12:38,2689.09,2664.86,315,291,42,48,54,137,60,174.08,169.9,133524.09,128044.52,347.24,94500,260184.39
11/12/2011 12:48,2689.09,2664.86,315,291,42,48,54,137,60,175.05,170.7,135262.42,129714.61,347.48,95600,263576.13
11/12/2011 12:58,2689.09,2481.97,315,265,42,48,54,137,60,174.25,172.65,137005.39,131379.66,321.43,96400,266963.91
11/12/2011 13:08,2774.93,1814.43,318,290,42,48,53,137,60,174.88,173.1,138864.78,133164.83,297.09,97700,270621.47
11/12/2011 13:18,2796.61,1700.91,314,290,42,48,53,137,60,193.11,173.9,140715.92,134926,343.2,99200,274236.16
11/12/2011 13:28,2674.59,1869,318,290,42,47,53,137,60,199.15,172.65,142569.92,136672.81,413.28,100600,277817.63
11/12/2011 13:38,2681.48,1699.6,318,290,42,48,53,137,60,174.61,164.38,144366.77,138395.42,319.96,101700,281323.19
11/12/2011 13:48,2718.7,1763.23,314,290,42,48,53,137,60,172.48,169.9,146127.81,140076.45,351.52,103200,284739.94
11/12/2011 13:58,2603.39,1914.74,318,290,42,48,53,137,60,182.44,174.79,147934.13,141794.75,316.54,104500,288241.63
11/12/2011 14:08,2637.16,2683.88,317,290,42,47,53,136,60,170.25,168.56,149655.56,143513.88,299.78,105800,291639.94
11/12/2011 14:18,2676.69,2683.88,312,290,42,48,53,137,60,163.05,155.94,151318.86,145111.91,332.68,107400,294848.47
11/12/2011 14:28,2676.69,2683.88,312,290,42,48,53,137,60,154.6,156.82,152942.73,146660.39,345.28,108600,297977.81
11/12/2011 14:38,2676.69,1976.28,312,289,42,48,53,136,60,157.45,158.51,154634.59,148195.95,267,110000,301161.28
11/12/2011 14:48,2736.93,2707.35,314,289,42,48,54,136,60,165.81,176.12,156319.61,149781.81,376.47,111600,304384.25
11/12/2011 14:58,2518.61,2696.46,316,289,42,48,53,136,60,155.94,161.09,157888.73,151367.66,336.59,112900,307476.59
11/12/2011 15:08,2699.01,2696.46,312,289,42,48,53,137,60,157.63,152.29,159456.14,152864.45,287.18,114200,310473.72
11/12/2011 15:18,2699.01,2696.46,312,289,42,47,53,137,59,156.82,150.96,161006.66,154336.97,287.43,115300,313415.41
11/12/2011 15:28,2699.01,1877.67,312,288,42,47,53,136,60,147.22,147.31,162630,155816.77,297.09,115900,316454.31
11/12/2011 15:38,2777.81,2705.5,314,288,42,47,53,136,60,157.36,166.07,164210.58,157305.52,301.25,116900,319458.75
11/12/2011 15:48,2762.7,2699.97,315,288,42,47,53,136,60,162.61,170.7,165763.64,158862.59,304.67,117800,322521.34
11/12/2011 15:58,2725.36,2699.97,315,288,42,47,53,136,60,163.94,160.38,167331.03,160433.22,320.33,119000,325607.47
11/12/2011 16:08,2669.77,2699.97,316,288,42,47,53,136,60,156.38,163.49,168914.78,162006.16,291.1,120100,328706.59
11/12/2011 16:18,2687.21,1930.31,313,288,42,47,53,136,60,157.89,153.8,170554.02,163565.48,281.8,121300,331855
11/12/2011 16:28,2687.21,2781.82,313,288,42,47,53,137,60,168.65,150.51,172163.27,165024.67,348.58,122500,334864.69
11/12/2011 16:38,2687.21,1741.56,313,288,42,47,53,137,60,164.29,148.2,173760.27,166479.75,303.94,123600,337866.91
11/12/2011 16:48,2854.16,2694.38,307,289,42,47,53,136,60,153.27,151.84,175366.31,167947.44,271.16,124800,340884.63
11/12/2011 16:58,2682.77,2694.38,316,289,42,47,53,136,60,152.29,151.31,176895.53,169474.39,263.58,126000,343871.38
11/12/2011 17:08,2647.59,2694.38,316,289,41,48,53,137,60,163.14,154.6,178440.73,171022.97,296.84,127100,346886.81
11/12/2011 17:18,2638.89,1847.94,315,280,42,48,53,136,60,172.48,155.76,180014.83,172598.23,329.87,128200,349984.31
11/12/2011 17:28,2537.2,1923.13,316,289,42,47,53,137,60,179.68,159.94,181700.66,174209.63,358.73,129500,353224.47
11/12/2011 17:38,2638.39,2699.87,314,289,41,47,53,136,60,170.16,156.47,183303.94,175730.67,283.27,130600,356272.53
11/12/2011 17:48,2638.39,2699.87,314,289,42,47,53,137,59,166.7,155.58,184890.03,177253.38,330.48,131700,359316.13
11/12/2011 17:58,2638.39,2699.87,314,289,42,47,52,136,60,156.29,150.6,186483.81,178773.31,290.73,132800,362356.91
11/12/2011 18:08,2694.2,1785.21,312,288,42,47,52,137,59,163.85,157,188150.98,180372.55,302.59,134100,365569.59
11/12/2011 18:18,2694.2,1915.48,312,289,42,47,52,136,60,156.29,146.33,189799.52,181891.58,302.35,135300,368658.56
11/12/2011 18:28,2694.2,2691.61,312,288,41,47,53,136,59,158.96,146.33,191364.63,183375.2,284,136400,371622.31
11/12/2011 18:38,2968.31,2691.61,289,288,42,47,52,137,60,156.29,151.93,192919.61,184857.8,303.45,137400,374588.38
11/12/2011 18:48,2702.11,2691.61,316,288,42,47,52,136,60,151.31,152.29,194493.02,186426.08,329.62,138600,377676.81
11/12/2011 18:58,2686.71,1670.24,313,288,41,47,53,136,59,161,152.11,196133.31,187991.72,345.16,139700,380824.38
11/12/2011 19:08,2686.71,2689.51,313,288,41,47,52,136,59,161.54,153.36,197726.78,189487.53,336.23,140800,383853.66
11/12/2011 19:18,2686.71,2689.51,313,288,41,47,52,136,59,168.12,153.36,199325.8,191004.84,302.47,141900,386916.91
11/12/2011 19:28,2947.6,2689.51,300,288,41,47,52,136,59,159.85,156.56,200926.55,192533.23,314.95,143000,389970.59
11/12/2011 19:38,2731.6,2128.08,316,288,41,47,52,136,59,176.74,156.74,202565.8,194116.05,337.33,144200,393160.41
11/12/2011 19:48,2745.06,1832.27,315,288,41,47,52,136,59,160.74,153.09,204226.06,195692.47,281.07,145400,396340.31
11/12/2011 19:58,2704.81,2741.53,314,289,41,47,52,136,60,158.07,159.58,205872.02,197261.94,323.63,146600,399523.41
11/12/2011 20:08,2644.53,1767.18,316,289,41,47,52,136,59,158.87,157.8,207508.11,198825.09,324.12,147800,402689.28
11/12/2011 20:18,2679.79,2692.4,314,289,41,47,52,136,60,153.18,154.51,209160.92,200335.28,298.19,149000,405795.47
11/12/2011 20:28,2679.79,2692.4,314,289,41,47,52,136,60,157.8,155.49,210730.13,201837.77,303.94,150000,408814.44
11/12/2011 20:38,2679.79,2692.4,314,289,41,47,52,136,59,161.18,151.49,212305.83,203338.3,273.36,151000,411824.69
11/12/2011 20:48,2825.44,2966.69,313,276,41,47,52,136,59,169.45,156.38,213872.47,204918.92,283.27,152100,414919.28
11/12/2011 20:58,2748.85,1751.92,316,289,41,47,52,136,59,168.3,158.87,215542.72,206508.52,334.27,153300,418133.31
11/12/2011 21:08,2715.7,2072.33,315,289,41,47,52,137,59,169.63,160.83,217218.36,208081.25,328.77,154500,421349.66
11/12/2011 21:18,2730.46,2708.17,314,289,41,47,51,136,59,167.67,159.76,218883.42,209664.66,358.37,155800,424558.19
11/12/2011 21:28,2714.93,1960.05,316,288,41,46,52,136,59,163.14,161.72,220535.95,211239.67,352.5,157000,427724.88
11/12/2011 21:38,2697.38,2699.06,313,289,41,46,51,136,59,158.25,152.47,222126.75,212826.53,315.92,158100,430854.22
11/12/2011 21:48,2697.38,2699.06,313,289,41,46,52,136,59,161.36,155.67,223702.83,214327.27,279.6,159000,433873.16
11/12/2011 21:58,2697.38,2699.06,313,289,41,46,52,136,59,152.02,157,225288.44,215827.16,286.2,160200,436904.41
11/12/2011 22:08,2976.41,1997.71,303,289,41,47,51,136,59,156.65,156.38,226948.5,217337.91,329.13,161700,440007.47
11/12/2011 22:18,2795.74,2062.79,318,289,41,47,51,136,59,162.61,162.78,228598.19,218917.47,337.82,162900,443182.53
11/12/2011 22:28,2747.44,1878.27,317,289,41,47,52,136,59,170.34,162.07,230266.53,220497.25,307.61,163800,446409.78
11/12/2011 22:38,2703.01,2387.47,316,289,41,46,51,136,59,174.97,163.67,231980.22,222120.58,352.01,164900,449710.88
11/12/2011 22:48,2689.72,1791.67,317,289,41,47,51,136,59,162.52,161.54,233676.64,223739.98,317.15,166100,452989.13
11/12/2011 22:58,2704.57,2681.61,317,289,41,46,51,136,59,161.27,158.25,235286.28,225363.19,329.5,167200,456172.16
11/12/2011 23:08,2721.88,2681.61,315,289,41,46,51,136,59,151.93,159.49,236907.67,226976.91,267.37,168300,459370.09
11/12/2011 23:18,2688.96,2681.61,314,289,41,46,51,136,59,157.45,135.13,238533.88,228541.11,314.58,169400,462523.59
11/12/2011 23:28,2688.96,1871.68,314,288,41,46,51,136,59,164.03,138.68,240217.86,230080.69,284.37,170500,465693.28
11/12/2011 23:38,2688.96,1914.77,314,289,41,46,51,136,59,162.69,151.31,241903.03,231633.84,300.15,171700,468883.44
11/12/2011 23:48,2788.06,1756.28,316,289,41,46,51,136,59,163.05,155.76,243594.55,233205.5,302.23,172800,472100.19
11/12/2011 23:58,2692.81,1893.81,317,289,41,46,51,136,59,175.05,160.56,245289.78,234828.55,350.66,174000,475390.16
11/13/2011 0:08,2624.6,2697.26,317,289,41,46,51,136,59,156.82,157.63,1319.13,1301.9,285.96,900,2596.63
11/13/2011 0:18,2651.61,2697.26,317,289,41,46,51,136,59,163.14,154.25,2943.14,2915.43,313.48,2000,5794.65
11/13/2011 0:28,2714.24,2697.26,316,289,41,46,51,136,59,168.56,158.07,4559.81,4529.31,313.97,3100,8967.83
11/13/2011 0:38,2673.52,2033.57,318,288,41,46,51,136,59,206.18,173.63,6250.75,6166.72,392.37,4300,12288.76
11/13/2011 0:48,2687.53,2024.73,318,288,41,46,51,136,59,166.61,165.01,7995.51,7812.84,351.39,5800,15642.35
11/13/2011 0:58,2619.16,1917.54,316,289,41,46,51,136,59,158.43,162.87,9690.81,9456.59,314.7,7200,18944.45
11/13/2011 1:08,2693.24,2039.34,314,289,41,46,51,136,59,162.69,141.44,11376.02,11036.11,299.17,8400,22132.79
11/13/2011 1:18,2693.24,1640,314,280,41,46,51,136,59,382.79,93.95,13154.65,12526.38,520.79,9800,25386.81
11/13/2011 1:28,2693.24,2355.14,314,266,41,46,51,136,59,133.61,219.52,13625.12,14184.56,331.46,11000,27461.28
11/13/2011 1:38,2831.82,2355.14,307,266,41,46,50,136,59,122.32,133.79,14911.09,15448.49,253.55,11900,29902.69
11/13/2011 1:48,2751.57,2355.14,316,266,41,46,51,136,59,156.74,158.69,16349.4,16891.13,340.51,12300,32719.11
11/13/2011 1:58,2687.02,1716.34,317,288,40,46,50,136,59,178.17,166.52,17988.88,18492.14,335.74,13300,35915.13
11/13/2011 2:08,2618.59,2662.7,316,289,40,46,50,136,59,162.52,154.42,19565.4,20074.09,292.56,14600,39022.14
11/13/2011 2:18,2614.52,2662.7,317,289,41,46,51,136,59,159.85,153.18,21143.23,21658.01,328.89,15800,42145.13
11/13/2011 2:28,2617.89,2662.7,317,289,40,46,50,136,59,148.02,152.65,22733.2,23240.29,289.51,16900,45255.54
11/13/2011 2:38,2641.92,2793.95,318,289,40,46,50,136,59,160.65,155.31,24374.89,24822.97,329.62,18200,48427.25
11/13/2011 2:48,2668.06,1996.11,314,290,41,46,50,136,59,160.56,153.27,26027.66,26433.77,334.88,19600,51649.25
11/13/2011 2:58,2668.06,2016.52,314,289,40,46,50,136,59,171.14,153.18,27700.7,27958.58,324.24,20800,54807.25
11/13/2011 3:08,2668.06,2688.05,314,289,40,46,51,136,59,160.65,158.07,29337.93,29502.07,328.4,22000,57946.58
11/13/2011 3:18,3280.66,2688.05,271,289,40,46,50,136,59,163.41,155.31,30950.27,31038.43,315.92,23100,61045.27
11/13/2011 3:28,2682.17,2688.05,318,289,40,46,50,136,59,156.91,154.51,32578.35,32663.55,318.25,24300,64250.36
11/13/2011 3:38,2638.7,2213.84,317,288,41,46,50,136,59,172.57,156.38,34240.46,34275.75,337.21,25600,67494.63
11/13/2011 3:48,2586.38,1863.55,318,289,41,46,50,136,59,159.23,158.69,35895.88,35863.65,310.54,27000,70698.51
11/13/2011 3:58,2638.42,2769.41,318,290,41,46,50,136,59,169.36,156.2,37571.36,37472.6,330.6,28200,73941.9
11/13/2011 4:08,2686.17,1859.19,314,289,40,46,50,136,59,169.81,155.67,39250.13,39088.11,322.41,29500,77199.22
11/13/2011 4:18,2686.17,1841.73,314,289,40,46,50,135,59,165.98,153.8,40931.59,40624.52,347.6,30600,80357.65
