1006010059,,,,,,,,,,,,,,,,
Date,Sensor1 (S1),Sensor2 (S2),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Level (AI_1),Level (AI_2),Level (AI_3),Level (AI_4),Level (AI_6),FlowMeter Rate (AI_5),FlowMeter Rate (AI_8),FlowMeter Total (AI_5),FlowMeter Total (AI_8),FlowMeter Rate (DI_B),FlowMeter Total (DI_A),FlowMeter Total (DI_B)
,Boiler 1 Cond.,Boiler 2 Cond.,Boiler 1 Cond.,Boiler 2 Cond.,PP3060M,WT3462,WT3516,WT3730,AF1025,Blr 1 FW,Blr 2 FW,Blr 1 FW,Blr 2 FW,Combined Boiler,Boiler Make Up,Combined Boiler
,µS,µS,F,F,Gallons,Gallons,Gallons,Gallons,Gallons,gal/min.,gal/min.,gal,gal,GPM,Gallons,Gallons
11/20/2011 6:38,2674.94,2685.7,319,291,98,79,107,119,52,183.41,158.43,74052.37,70280.42,306.87,58800,145616.27
11/20/2011 6:48,2641.74,1786.34,325,285,98,79,107,119,52,165.01,179.5,75912.78,72048.83,339.65,60300,149279.66
11/20/2011 6:58,2595.34,2811.72,328,290,97,79,107,119,52,178.97,172.12,77770.27,73825.56,382.46,61800,152955.78
11/20/2011 7:08,2751.6,1829.71,320,291,97,79,107,119,51,187.77,181.55,79633.94,75616.54,384.54,63300,156669.06
11/20/2011 7:18,2647.07,1921.71,320,291,98,79,107,119,52,192.57,186.88,81558.3,77399.34,367.66,64800,160422.23
11/20/2011 7:28,2579.92,2698.83,321,291,97,79,107,119,51,185.37,182.88,83441.45,79196.34,383.93,66400,164145.73
11/20/2011 7:38,2650.09,2693.66,320,291,98,79,107,119,52,184.57,176.74,85245.38,80985.2,370.72,67800,167745.05
11/20/2011 7:48,2694.4,2693.66,319,291,97,79,107,119,52,178.61,153.18,87038.05,82721.18,289.75,69200,171305.47
11/20/2011 7:58,2694.4,2693.66,319,291,97,79,107,119,52,177.46,154.33,88835.09,84413.25,330.23,70500,174830.52
11/20/2011 8:08,2694.4,1843.06,319,306,97,78,107,119,52,176.83,166.34,90689.81,86102.38,345.65,72000,178406.08
11/20/2011 8:18,2634.46,2849.29,321,287,97,78,107,119,52,178.35,191.77,92555.58,87854.9,384.17,73400,182065.53
11/20/2011 8:28,2586.27,2009.22,324,289,97,79,107,119,52,185.73,172.65,94429.69,89691.01,348.83,75000,185823.53
11/20/2011 8:38,2485.07,1831.12,328,290,97,79,107,119,51,191.77,177.9,96317.39,91467.95,341.73,76500,189523.36
11/20/2011 8:48,2691.83,2783.67,326,290,97,80,107,119,52,195.6,177.01,98215.66,93193.29,354.21,78000,193161.59
11/20/2011 8:58,2691.83,1828.56,326,291,97,80,107,119,51,185.55,178.61,100092.8,94911.67,311.4,79500,196799.02
11/20/2011 9:08,2691.83,2693.01,326,291,97,79,107,119,52,182.35,175.59,101979.96,96643.43,365.58,80800,200465.09
11/20/2011 9:18,2723.71,2693.01,326,291,97,79,107,119,52,182.26,176.83,103799.39,98441.98,345.4,82400,204127.38
11/20/2011 9:28,2780.41,2693.01,329,291,97,79,107,119,51,183.95,179.15,105604.92,100238.34,410.1,83800,207758.63
11/20/2011 9:38,2737.29,2933.27,321,285,97,79,107,119,51,181.01,181.19,107425.45,102039.81,351.27,85200,211411.92
11/20/2011 9:48,2634.85,1809.91,320,291,97,79,107,119,52,197.82,185.9,109319.85,103842.94,373.53,86800,215141.63
11/20/2011 9:58,2783.23,1941.03,320,291,97,79,107,119,51,209.47,189.46,111251.73,105644.47,434.93,88300,218921.28
11/20/2011 10:08,2619.07,2716.99,320,291,97,79,107,119,52,179.15,178.88,113159,107444.56,369.25,89900,222658.44
11/20/2011 10:18,2573.58,2049.37,320,291,97,79,107,119,51,185.46,176.21,115035.09,109251.38,335.25,91400,226383.19
11/20/2011 10:28,2720.16,2688.32,321,292,96,79,107,119,51,179.95,179.06,116926.37,111050.63,379.4,93000,230134.45
11/20/2011 10:38,2676.79,2688.32,320,292,97,78,107,119,51,184.75,172.12,118741.32,112846.42,349.32,94400,233763.05
11/20/2011 10:48,2677.76,2688.32,318,292,96,78,107,119,51,188.31,178.7,120562.01,114660.31,381.48,95800,237449.94
11/20/2011 10:58,2677.76,2220.76,318,284,96,79,107,119,51,181.1,176.39,122405.68,116400.41,358.86,97200,241079.77
11/20/2011 11:08,2677.76,2064.75,318,290,96,78,107,118,51,185.73,176.57,124302.27,118131.5,360.32,98600,244759.45
11/20/2011 11:18,3061.42,1823.85,296,290,97,78,107,119,52,215.87,177.81,126255.55,119898.47,391.02,100100,248495.47
11/20/2011 11:28,2641.56,2418.54,326,291,96,78,107,119,51,192.48,179.77,128192.48,121735.87,414.38,101600,252342.92
11/20/2011 11:38,2699.49,1811.08,327,292,96,78,107,119,51,186.26,160.74,130086.27,123545.56,331.09,103200,256108.41
11/20/2011 11:48,2699.49,1892.93,327,292,96,77,107,119,51,184.75,174.52,131967.27,125259.04,370.35,104600,259740.16
11/20/2011 11:58,2699.49,2646,327,292,96,78,107,118,52,198.89,176.21,133886.73,127013.24,402.4,106000,263444.78
11/20/2011 12:08,3136.63,1729.47,299,292,96,77,107,119,51,227.34,177.28,135833.08,128786.14,426.49,107500,267210.06
11/20/2011 12:18,2822.23,1811.66,325,292,96,77,107,119,51,194.89,181.81,137788.55,130633.16,342.1,109100,271076.88
11/20/2011 12:28,2726.24,2668.08,327,293,96,77,107,119,51,181.46,173.63,139655.72,132477.56,400.44,110500,274849.56
11/20/2011 12:38,2794.88,2668.08,325,293,96,75,107,119,51,184.39,176.57,141483.25,134284.61,320.69,112100,278524.72
11/20/2011 12:48,2705.69,2668.08,321,293,96,77,107,119,51,191.33,174.79,143289.31,136076.05,334.52,113400,282162.59
11/20/2011 12:58,2767.74,1910.84,320,291,96,76,107,119,51,209.2,174.79,145190.47,137896.48,371.94,114900,285938.78
11/20/2011 13:08,2778.62,1873.08,319,291,96,75,107,118,51,183.95,178.52,147094.73,139721.09,352.25,116500,289717.97
11/20/2011 13:18,2645.66,1941.17,320,292,96,75,107,119,51,179.68,184.48,148981.41,141529.39,361.55,118100,293483.06
11/20/2011 13:28,2637.96,2025.81,320,292,96,75,107,118,51,187.95,185.19,150871.56,143342.89,315.56,119600,297243.31
11/20/2011 13:38,2738.07,1966.1,320,292,96,76,107,118,51,189.82,189.02,152799.55,145159.92,382.34,121200,301034.66
11/20/2011 13:48,2485.58,2290.63,320,291,96,75,107,119,51,195.69,184.66,154717.77,146963.47,355.31,122700,304798.78
11/20/2011 13:58,2685.83,2098.34,318,291,96,75,107,119,51,188.75,179.77,156605.59,148773.59,379.04,124300,308537.38
11/20/2011 14:08,2685.83,2676.09,318,292,96,74,107,118,51,179.77,175.23,158410.45,150489.34,321.55,125700,312083.03
11/20/2011 14:18,2685.83,2676.09,318,292,96,74,107,118,51,179.32,179.77,160222.13,152193.98,346.75,127000,315629.56
11/20/2011 14:28,3019.76,2676.09,298,292,96,74,107,118,51,186.08,174.97,162025.23,153911.28,338.8,128500,319159.16
11/20/2011 14:38,2686.75,1877.84,322,289,95,74,106,119,51,180.48,176.21,163902.31,155695.5,370.47,130000,322881.66
11/20/2011 14:48,2511.98,1952.48,327,291,96,75,106,119,51,183.5,174.25,165771.69,157481.19,354.7,131500,326566.03
11/20/2011 14:58,2691.41,1875.38,328,291,95,74,107,119,51,182.17,175.5,167641.73,159271.11,377.08,133100,330282.09
11/20/2011 15:08,2691.91,1879.32,327,292,96,76,107,119,51,204.22,179.32,169541.77,161005.33,385.89,134400,333968.91
11/20/2011 15:18,2691.91,1787.57,327,292,96,75,107,119,51,199.78,181.9,171471,162754.33,377.45,135900,337693.59
11/20/2011 15:28,2691.91,1975.42,327,292,96,74,107,119,51,180.66,173.28,173369.7,164499.53,372.8,137400,341381.75
11/20/2011 15:38,2805.53,2686.6,323,292,95,74,107,118,51,172.74,160.83,175187.38,166292.77,310.05,138900,345028.44
11/20/2011 15:48,2825.9,2686.6,321,292,95,73,107,118,51,183.33,174.34,177009.89,168090,343.57,140400,348689.38
11/20/2011 15:58,2638.48,2686.6,328,292,96,73,107,119,51,190.08,179.86,178832.47,169880.14,339.77,141800,352339.91
11/20/2011 16:08,2572.9,1915.7,329,306,95,74,107,119,51,216.58,181.9,180759.44,171687.09,341.24,143400,356117.59
11/20/2011 16:18,2728.68,2671.58,327,306,95,73,107,119,51,172.57,182.08,182577.06,173494.53,360.57,144900,359781.97
11/20/2011 16:28,2555.91,2671.58,331,306,95,73,107,119,51,157.09,175.05,184361.8,175291.16,335.37,146400,363374.19
11/20/2011 16:38,2674.61,2671.58,329,306,95,73,107,119,51,180.3,177.01,186177.52,177018.91,369.86,147800,366946.47
11/20/2011 16:48,2674.61,1959.1,329,306,95,73,107,119,51,187.24,172.12,188066.73,178759.84,320.82,149200,370632
11/20/2011 16:58,2674.61,2454.93,329,288,95,73,107,118,51,218.54,178.26,189977.83,180495.66,366.93,150700,374324.47
11/20/2011 17:08,2749.42,1986.66,323,290,95,73,107,118,51,182.35,178.79,191884.2,182309,328.89,152200,378099.66
11/20/2011 17:18,2652.09,1936.51,323,290,95,73,107,119,51,184.48,182.08,193786.83,184116.86,336.47,153800,381849.81
11/20/2011 17:28,2694.05,1908.02,325,291,95,73,107,118,51,183.95,177.19,195673.05,185921.84,355.19,155300,385580.03
11/20/2011 17:38,2656.81,2026.18,325,292,95,73,107,118,51,191.77,177.9,197574.31,187733.86,410.35,156900,389323.69
11/20/2011 17:48,2597.03,1940.16,328,292,95,72,107,118,51,206.98,182.08,199494.59,189542.67,347.6,158500,393109.63
11/20/2011 17:58,2578.27,1843.82,329,291,95,73,107,118,51,185.01,180.75,201395.95,191347.64,335.13,160000,396850.91
11/20/2011 18:08,2660.51,1933.66,326,291,95,72,107,118,51,184.66,174.97,203289.59,193165.78,331.09,161600,400604.81
11/20/2011 18:18,2673.88,2693.26,326,292,95,72,107,118,51,177.81,168.12,205183.09,194936.91,379.4,163100,404304.19
11/20/2011 18:28,2673.88,2693.26,326,292,95,72,106,118,51,181.99,169.45,206990.89,196674.8,352.5,164500,407879.5
11/20/2011 18:38,2673.88,2693.26,326,292,95,71,107,118,51,178.7,169.99,208812.39,198402.17,371.58,165900,411471.66
11/20/2011 18:48,2737.05,2867.42,322,277,95,72,107,118,51,178.52,193.64,210646.81,200153.8,373.9,167300,415108.63
11/20/2011 18:58,2732.81,2006.78,321,287,95,72,107,118,51,184.04,185.1,212535.11,201959.41,349.07,168800,418846.72
11/20/2011 19:08,2719.42,2034.92,321,289,95,71,107,118,51,200.67,206.09,214457.52,203775.98,380.75,170400,422632.13
11/20/2011 19:18,2612.11,1974.27,325,291,95,71,107,118,51,195.33,192.75,216381.69,205612.44,426.37,172000,426466.22
11/20/2011 19:28,2589.1,1977.43,325,291,95,71,107,118,51,185.99,181.28,218279.78,207431.41,379.53,173500,430237.5
11/20/2011 19:38,2608.68,2037.97,325,291,94,71,107,118,51,181.81,184.04,220176.8,209242.17,325.83,175100,434005.22
11/20/2011 19:48,2570.21,1849.03,325,291,95,71,107,118,51,192.66,181.72,222064.5,211045.56,427.59,176600,437745.75
11/20/2011 19:58,2642.96,1901.59,324,291,95,71,107,118,51,200.93,187.15,223980.56,212855.83,366.07,178200,441521.78
11/20/2011 20:08,2686.31,2685.39,323,292,94,71,107,118,51,184.04,166.43,225821.09,214629.45,358.49,179600,445150.5
11/20/2011 20:18,2686.31,2685.39,323,292,94,72,107,118,51,181.64,175.23,227658.72,216388.72,349.44,181000,448780.13
11/20/2011 20:28,2686.31,2685.39,323,292,95,70,107,118,51,184.66,177.99,229492.38,218136.91,357.14,182400,452385.88
11/20/2011 20:38,2740.25,2776.87,323,302,95,70,107,118,51,199.51,204.58,231426.31,219939.72,425.51,183800,456162.81
11/20/2011 20:48,2640.52,1707.42,324,304,94,71,107,118,51,189.19,184.21,233345.36,221768.02,366.56,185400,459958.53
11/20/2011 20:58,2624.85,2685.44,323,304,94,70,107,118,51,181.55,188.22,235180.66,223591.22,367.78,186900,463647.59
11/20/2011 21:08,2704.83,2685.44,323,304,94,71,107,118,51,179.95,185.01,237026.91,225415.48,375.37,188300,467352.88
11/20/2011 21:18,2573.07,2685.44,323,304,94,70,107,118,51,172.21,181.99,238875.5,227239.47,325.46,189800,471077.44
11/20/2011 21:28,2632.61,2869.74,324,302,94,70,107,118,51,182.44,177.63,240768.42,229055.44,379.16,191300,474839.53
11/20/2011 21:38,2673.15,2017.8,322,304,94,71,107,118,51,184.57,149.53,242660.16,230859.45,316.54,192800,478556.06
11/20/2011 21:48,2673.15,1799.81,322,305,94,70,107,118,51,194.26,172.48,244579.55,232602.83,409.86,194200,482255
11/20/2011 21:58,2673.15,2754.09,322,307,94,70,107,118,51,212.58,179.32,246531.81,234366.08,420.87,195600,486018.78
11/20/2011 22:08,2874.83,1950.51,318,301,94,70,107,118,51,185.37,181.55,248438.75,236124.23,358.98,197100,489732.09
11/20/2011 22:18,2831.23,1895.14,324,296,94,70,107,118,51,176.83,193.82,250355.47,237949.3,354.21,198600,493520.16
11/20/2011 22:28,2658.09,2818.41,326,287,94,70,107,118,51,186.35,182.7,252258.73,239778.8,359.96,200100,497315.47
11/20/2011 22:38,2700.63,1941.68,323,287,94,70,107,118,51,187.24,185.19,254174.33,241608.44,331.21,201700,501101.94
11/20/2011 22:48,2619.55,2680.11,324,301,94,70,107,118,51,196.31,191.77,256111.13,243436.19,365.22,203200,504925.06
11/20/2011 22:58,2530.6,2680.11,324,301,94,70,107,117,51,199.24,183.5,257970.86,245284.31,418.3,204600,508695.13
11/20/2011 23:08,2691.71,2680.11,321,301,94,70,107,118,51,197.64,182.52,259817.16,247148.28,373.65,206100,512478.81
11/20/2011 23:18,2691.71,2890.74,321,296,94,71,107,118,51,182.88,163.05,261664.92,248904.44,351.88,207400,516114.66
11/20/2011 23:28,2691.71,1740.45,321,302,94,70,107,118,51,200.4,168.47,263583.56,250638.36,350.05,208900,519806.94
11/20/2011 23:38,3094.7,1942.82,296,305,94,70,107,118,51,197.2,173.28,265512.06,252378.98,403.74,210400,523526.47
11/20/2011 23:48,2728.56,2690.84,324,306,94,70,107,118,51,182.61,166.43,267354.72,254191.98,351.27,211900,527222.44
11/20/2011 23:58,2676.18,2690.84,324,306,94,70,107,118,51,183.33,172.12,269190.53,256006.27,352.25,213300,530919
11/21/2011 0:08,2779.86,2690.84,324,306,94,69,107,118,51,182.26,180.21,1466.28,1475.82,389.43,1200,2980.06
11/21/2011 0:18,2611.07,2017.82,324,301,94,69,107,118,51,197.38,179.23,3356.7,3278.43,371.45,2700,6729.21
11/21/2011 0:28,2508.24,2152.97,324,302,94,69,107,118,51,178.97,174.34,5257.84,5110.82,411.08,4200,10496.21
11/21/2011 0:38,2695.68,2347.43,324,303,94,70,107,118,51,180.84,177.1,7153.88,6911.67,407.29,5700,14248.54
11/21/2011 0:48,2670.53,1842.34,322,303,94,70,107,117,51,191.95,158.25,9047.76,8696.76,390.53,7300,17970.79
11/21/2011 0:58,2670.53,1906.1,322,303,94,70,107,117,51,202.71,168.83,10970.88,10447.39,383.81,8700,21685.31
11/21/2011 1:08,2670.53,2734.21,322,303,94,70,107,117,51,189.11,162.25,12886.92,12182.92,319.72,10200,25374.04
11/21/2011 1:18,2789.36,1824.92,320,304,94,69,107,117,51,186.62,178.97,14775.36,13943.93,385.89,11600,29069.86
11/21/2011 1:28,2787.04,2664.45,324,304,94,69,107,118,51,184.48,182.52,16605.23,15767.4,400.68,13100,32788.18
11/21/2011 1:38,2699.21,2664.45,326,304,93,70,106,118,51,183.5,182.44,18443.2,17564.12,366.19,14500,36467.73
11/21/2011 1:48,2650.55,2664.45,326,304,94,70,107,118,51,186.62,181.72,20281.66,19371.36,377.08,16000,40159.89
11/21/2011 1:58,2738.12,1815.46,324,300,94,70,107,118,51,181.1,181.64,22190.22,21202.68,382.34,17600,43956.99
11/21/2011 2:08,2686.49,1882.14,320,302,93,69,107,118,51,179.77,172.57,24072.74,23002.53,345.89,19100,47699.27
11/21/2011 2:18,2686.49,1886.6,320,304,94,70,107,118,51,189.19,175.41,25976.79,24754.43,380.75,20500,51399.88
11/21/2011 2:28,2686.49,2696.23,320,303,94,69,107,117,51,218.1,173.01,27850.33,26501,344.91,21900,55043.34
11/21/2011 2:38,2777.04,2696.23,321,303,94,69,107,117,51,185.46,188.66,29704.39,28257.93,402.15,23300,58709.26
11/21/2011 2:48,2832.33,2696.23,322,303,94,69,107,117,51,185.99,184.93,31553.78,30087.54,382.71,24800,62443.1
11/21/2011 2:58,2612.3,1772.66,326,301,93,69,107,117,51,183.41,184.39,33435.08,31910.59,360.32,26300,66189.29
11/21/2011 3:08,2626.39,1921.59,324,303,93,68,107,117,51,177.9,182.35,35317.61,33746.59,382.46,27900,69968.16
11/21/2011 3:18,2741.98,1821.08,323,304,93,68,107,117,51,229.39,181.19,37264.75,35564.65,462.33,29400,73808.34
11/21/2011 3:28,2651.71,1719.48,324,305,94,67,107,118,51,182.97,183.68,39202.93,37401.12,362.65,31000,77658.03
11/21/2011 3:38,2627.85,2696.01,323,306,93,68,107,117,51,173.99,186.88,41042.64,39231.31,341.61,32500,81359.1
11/21/2011 3:48,2695.28,2696.01,323,306,93,68,107,117,51,162.43,190.08,42857.34,41046.77,322.16,33900,85029.97
11/21/2011 3:58,2691.25,2696.01,322,306,93,68,107,118,51,164.92,182.35,44687.74,42780.52,352.01,35300,88603.83
11/21/2011 4:08,2691.25,2026.35,322,302,93,68,107,117,51,178.61,185.9,46581.77,44530.11,380.99,36700,92296.45
11/21/2011 4:18,2691.25,2359.31,322,303,93,68,107,117,51,200.84,187.33,48483.48,46308.71,366.19,38200,96010.35
11/21/2011 4:28,2674.56,2067.96,324,305,93,68,107,117,51,207.25,174.61,50427.18,48131.38,407.29,39800,99841.71
11/21/2011 4:38,2763.16,1977.2,323,305,93,68,107,118,51,183.33,181.01,52342.17,49940.4,378.42,41400,103624.1
11/21/2011 4:48,2623.77,2239.03,325,306,93,68,107,117,51,191.68,179.15,54247.83,51763.24,342.71,42900,107407.5
11/21/2011 4:58,2597.72,1917.69,327,306,93,68,107,117,51,181.1,176.39,56149.63,53587.6,357.51,44400,111177.09
11/21/2011 5:08,2712.29,1696.11,323,306,93,67,107,117,51,197.55,186.53,58064.65,55411.34,366.68,46000,114959.52
11/21/2011 5:18,2571.01,1727.68,324,306,93,67,107,117,51,203.07,182.88,60005.77,57232.33,364.24,47500,118771.53
11/21/2011 5:28,2697.7,1959.34,324,307,93,68,107,117,51,192.66,178.61,61914.11,59061.26,345.65,49100,122573.68
11/21/2011 5:38,2697.7,2658.6,324,307,93,67,107,117,51,180.3,172.74,63753.22,60795.99,371.45,50500,126181.74
11/21/2011 5:48,2697.7,2658.6,324,307,93,67,107,117,51,173.54,173.9,65594.23,62539.24,358.61,51800,129796.02
11/21/2011 5:58,3052.62,2658.6,305,307,93,67,107,117,51,171.59,178.17,67436.74,64281.58,334.88,53200,133422.48
11/21/2011 6:08,2692.23,2873.43,325,301,93,67,107,117,51,182.08,178.43,69332.79,66104.62,346.14,54800,137199.56
11/21/2011 6:18,2738.44,1855.97,324,302,93,67,107,117,51,185.19,184.21,71228.51,67923.13,343.81,56300,140984.73
11/21/2011 6:28,2752.11,2027.32,323,304,93,67,107,117,51,196.31,182.08,73149.13,69740.62,380.87,57800,144782.69
11/21/2011 6:38,2662.26,2725.88,326,305,93,67,107,117,51,200.22,178.7,75086.08,71556.24,399.22,59400,148599.47
11/21/2011 6:48,2692.63,1777.4,324,305,93,67,107,117,51,183.77,177.46,76989.76,73374.27,375.49,60900,152371.52
11/21/2011 6:58,2692.63,2693.46,324,305,93,66,107,117,51,179.68,170.16,78815.35,75101.27,351.88,62300,155966.88
11/21/2011 7:08,2692.63,2693.46,324,305,93,67,107,117,51,186.17,171.5,80655.12,76853.47,358,63600,159606.22
11/21/2011 7:18,2947.19,2693.46,313,305,93,66,107,117,50,182.7,174.17,82489.25,78622.77,321.06,65000,163253.23
11/21/2011 7:28,2767.89,2856.74,325,301,93,66,107,117,51,194.17,180.57,84414.62,80452.36,374.02,66600,167068.75
11/21/2011 7:38,2724.3,1828.36,325,305,93,66,107,117,51,186.26,176.39,86345.78,82320.48,380.26,68100,170942.47
11/21/2011 7:48,2728.11,2012.49,325,306,92,66,107,117,51,195.86,186.08,88294.02,84181.58,347.97,69700,174808.69
11/21/2011 7:58,2677.7,2748.34,326,307,93,66,107,116,50,202.09,183.5,90252.14,86028.9,353.6,71300,178671.72
11/21/2011 8:08,2646.66,2097.33,326,307,92,66,106,117,50,196.75,188.22,92181.93,87872.25,413.16,72800,182490.75
11/21/2011 8:18,2675.81,2699.18,322,303,93,65,107,116,50,182.61,184.84,94134.19,89733.51,343.2,74400,186369.05
11/21/2011 8:28,2582.78,2699.18,324,303,93,65,107,116,50,190.26,178.35,96002.62,91586.29,348.09,75800,190156.33
11/21/2011 8:38,2696.3,2699.18,322,303,92,65,107,117,50,201.56,175.05,97849.1,93358.98,440.31,77200,193825.13
11/21/2011 8:48,2696.3,2947.74,322,297,92,65,106,116,50,200.93,177.01,99694.7,95131.67,360.81,78600,197488.77
11/21/2011 8:58,2696.3,1901.75,322,306,92,65,107,116,50,211.16,178.43,101620.59,96884.23,362.16,80100,201241.33
11/21/2011 9:08,2746.35,1952.35,323,298,92,65,106,116,50,190.8,179.68,103544.73,98715.9,375.37,81600,205066.16
11/21/2011 9:18,2615.04,2872.97,325,289,93,65,106,116,50,185.46,181.19,105453.02,100529.73,341.49,83200,208857.41
11/21/2011 9:28,2597.29,1915.41,324,290,92,65,106,116,50,191.68,183.15,107362.61,102369.56,385.27,84700,212667.09
11/21/2011 9:38,2639.51,1975.76,323,290,92,65,106,116,50,202.62,183.95,109316.09,104221.98,391.88,86300,216552.88
11/21/2011 9:48,2642.54,2815.87,325,291,92,65,106,116,50,205.02,189.28,111278.04,106075.65,447.77,87900,220457.11
11/21/2011 9:58,2565.38,1803.18,327,292,92,65,106,116,50,191.06,199.78,113238.18,107948.31,414.63,89500,224338.66
11/21/2011 10:08,2667.3,2180.6,326,292,92,64,106,116,50,185.01,186.62,115170.27,109738.03,397.26,91000,228116.98
11/21/2011 10:18,2667.3,2783.79,326,292,92,64,106,116,50,198.71,190.26,117094.78,111511.05,425.15,92500,231863.97
11/21/2011 10:28,2667.3,1926.03,326,291,92,64,106,116,50,194.35,178.43,119017.77,113282.41,399.09,94000,235622.95
11/21/2011 10:38,2809.49,2689.08,321,292,92,64,106,116,50,189.91,197.46,120957.34,115102.13,427.59,95600,239431.97
11/21/2011 10:48,2673.95,2689.08,322,292,92,64,106,116,50,176.66,183.41,122800.12,116931.59,373.9,97100,243165.23
11/21/2011 10:58,2624.6,2689.08,326,292,92,64,106,116,50,167.14,186.7,124625.86,118766.28,381.24,98700,246875
11/21/2011 11:08,2627.93,2937.74,329,285,92,64,106,116,50,171.14,190.53,126470.3,120593.63,362.4,100100,250591.63
11/21/2011 11:18,2548.43,2172.42,330,291,92,64,106,116,50,279.19,181.9,128397.12,122418.95,411.45,101700,254397.77
11/21/2011 11:28,2623.97,2696.22,326,306,92,64,106,116,50,115.03,189.64,130337.24,124252.07,351.03,103400,258199.53
11/21/2011 11:38,2695.81,2696.22,324,306,91,64,106,116,50,191.77,172.83,132134.84,126026.01,344.18,105100,261799.77
11/21/2011 11:48,2695.81,2696.22,324,306,92,63,106,116,50,215.87,177.63,133992.16,127786.55,418.66,106700,265461.5
11/21/2011 11:58,2695.81,1882.4,324,292,92,63,106,116,50,204.49,182.88,135876.55,129551.48,411.2,108300,269144.84
11/21/2011 12:08,2747.95,2172.04,321,290,92,62,106,116,50,186.08,212.49,137796.84,131352.28,401.79,109800,272906.69
11/21/2011 12:18,2822.42,2203.22,322,292,92,63,106,116,50,182.52,182.35,139714.83,133199.72,375.73,111500,276725.03
11/21/2011 12:28,2643.18,2481.45,328,292,91,63,106,116,50,184.04,185.01,141619.53,135027.52,386.5,112900,280526.78
11/21/2011 12:38,2743.42,2087.82,321,292,91,62,106,116,50,189.11,182.79,143519.38,136834.67,358.12,114200,284282.34
11/21/2011 12:48,2670.82,1890.48,320,292,92,61,106,116,50,189.82,181.1,145452.64,138651.39,359.96,115700,288106.34
11/21/2011 12:58,2595.08,2863.24,320,292,91,61,105,116,50,189.11,178.97,147356.78,140464.8,384.91,117300,291878.91
11/21/2011 13:08,2686.64,1830.89,321,292,91,60,106,116,50,190.53,179.68,149249.13,142279.56,359.96,118800,295656.28
11/21/2011 13:18,2634.19,1998.5,319,292,91,60,105,116,50,188.04,179.68,151162.94,144100.63,381.24,120400,299451.22
11/21/2011 13:28,2666.58,2755.19,319,293,91,61,105,116,50,187.68,186.62,153076.05,145915.47,372.06,122000,303242.78
11/21/2011 13:38,2621.77,1783.08,318,293,91,60,105,116,50,194,182.35,154975.25,147730.39,366.93,123500,307023.13
11/21/2011 13:48,2569.13,2048.81,317,293,91,60,105,116,50,182.35,178.35,156879.41,149536.47,330.23,125100,310790.31
11/21/2011 13:58,2691.03,2688.95,316,293,91,60,105,116,50,196.49,169.99,158783.63,151305.61,394.08,126600,314503.63
11/21/2011 14:08,2691.03,2688.47,316,293,91,60,105,116,50,193.64,175.41,160597.11,153035.17,400.44,128000,318104.69
11/21/2011 14:18,2691.03,2688.47,316,293,92,60,105,116,50,204.49,175.32,162422.27,154782.58,333.66,129400,321713.63
11/21/2011 14:28,2726.05,2688.47,318,293,91,60,105,116,50,195.06,179.68,164243.05,156544.3,389.68,130900,325341.84
11/21/2011 14:38,2689.39,1782.75,320,291,91,60,105,116,50,183.77,182.44,166144.17,158355.36,335.98,132600,329112.72
11/21/2011 14:48,2687.36,2063.38,320,292,91,60,104,116,50,188.75,179.23,168043.72,160148.14,399.95,134100,332859.88
11/21/2011 14:58,2553.98,1945.75,320,292,91,60,105,116,50,193.91,175.14,169926.13,161964.16,390.66,135700,336633.97
11/21/2011 15:08,2683.97,2115.8,317,292,91,59,105,115,50,186.26,176.66,171832.14,163774.75,347.85,137300,340421.19
11/21/2011 15:18,2544.98,2385.5,318,292,91,60,104,115,50,190.17,182.17,173737.17,165578.97,406.56,138900,344170.5
11/21/2011 15:28,2614.3,1907.39,318,292,91,59,104,115,50,185.19,184.3,175617.55,167387.72,385.4,140400,347912.09
11/21/2011 15:38,2691.35,2672.94,316,292,91,59,104,116,50,178.35,184.21,177524.59,169201.64,348.7,142000,351693.41
11/21/2011 15:48,2691.35,2672.94,316,292,91,59,104,116,50,177.37,181.72,179354.77,170942.75,330.23,143500,355295.78
11/21/2011 15:58,2691.35,2672.94,316,292,91,59,104,116,50,173.81,178.17,181173.02,172679.66,348.21,144900,358917.28
11/21/2011 16:08,3134.1,1877.06,290,286,91,59,104,116,50,181.81,179.77,182998.89,174416.77,356.9,146300,362524.47
11/21/2011 16:18,2773.91,2137.37,321,291,91,59,104,116,50,191.95,179.86,184904.8,176241.72,408.76,147800,366328.31
11/21/2011 16:28,2609.4,1920.22,320,291,91,59,104,115,50,192.66,180.12,186828.39,178072.64,357.14,149400,370160.56
11/21/2011 16:38,2622.04,2007.96,321,292,91,59,104,116,50,184.66,195.42,188767.95,179898.05,365.34,151000,373982.78
11/21/2011 16:48,2535.13,1935.2,320,292,90,59,104,115,50,191.86,176.12,190662.63,181729.31,348.46,152700,377768.97
11/21/2011 16:58,2602.4,2214.28,319,292,90,59,104,116,50,182.08,179.86,192555.53,183531,330.72,154200,381502.16
11/21/2011 17:08,2569.44,2184.39,321,292,90,58,104,116,50,194.62,186.7,194460.84,185340.81,392.98,155700,385275.69
11/21/2011 17:18,2659.12,1935.46,319,292,91,59,103,115,50,196.4,165.98,196383.89,187159.69,339.41,157300,389062.59
